UnitID	CollectedBy	Comments	name_remarks	wood_number	Herbarium_number	TaxonID	FullScientificName	name_status	accepted_name	continent	Country	LocalityText	exact_site	Tv_coupe	Tg_coupe	R_coupe	maceration	Column	KindOfUnit	SubcontainerType	SubcontainerName	microtomist	coupe_entry_date	coupe_project	coupe_remarks	Tw_images	legends	ranks	sample_form	Building	Room	current_sample_position	last_update	xylotheek_ID	xylotheek_kast	xylotheek_legger	xylotheek_remarks	Locality_on_Google_Maps	Density															
Tw50158	expertise					SN390	Afrormosia elata Harms	synonym	Pericopsis elata	Africa																				CAPA	spare collection (basement)								0,871373308															
Tw50159	via Drouin, Réjean					SN5236	Fagara apiculata Sandwith	synonym	Zanthoxylum apiculatum	South America	Guyana																			CAPA	spare collection (basement)																							
Tw50160	Persram, D.H.					SN7843	Mauritia flexuosa L. f.	accepted		South America	Guyana																			CAPA	Xylarium ground floor	Xylarium ground floor		12945	50	2																		
Tw50161	Persram, D.H.					SN2316	Cassia pteridophylla Sandwith	synonym	Chamaecrista adiantifolia	South America	Guyana																			CAPA	Xylarium ground floor	Xylarium ground floor		5559	22	3																		
Tw50162	Persram, D.H.					SN1145	Astrocaryum tucuma Mart.	synonym	Astrocaryum aculeatum	South America	Guyana																			CAPA	spare collection (basement)																							
Tw50163	via Drouin, Réjean					SN11426	Scleronema micranthum (Ducke) Ducke	accepted		South America	Guyana																			CAPA	spare collection (basement)																							
Tw50164	Persram, D.H.					SN6084	Helicostylis poeppigiana (Mart.) Trécul	synonym	Helicostylis tomentosa	South America	Guyana																			CAPA	Xylarium ground floor	Xylarium ground floor		8288	31	4																		
Tw50165	Persram, D.H.					SN10072	Pouteria torta (Mart.) Radlk.	accepted		South America	Guyana																			CAPA	Xylarium ground floor	Xylarium ground floor		11410	44	2																		
Tw50166	Persram, D.H.					SN5197	Euterpe edulis Mart.	accepted		South America	Guyana																			CAPA	Xylarium ground floor	Xylarium ground floor		12909	50	1																		
Tw50167	Persram, D.H.					SN11108	Sacoglottis obovata (Benth.) Urb.	synonym	Humiriastrum obovatum	South America	Guyana																			CAPA	Xylarium ground floor	Xylarium ground floor		4549	19	1																		
Tw50168	Persram, D.H.					SN8253	Moronobea pulchra Ducke	uncertain	Moronobea pulchra	South America	Guyana																			CAPA	Xylarium ground floor	Xylarium ground floor		4407	18	4																		
Tw50169	Persram, D.H.					SN4154	Diospyros ierensis Britton	synonym	Diospyros cayennensis	South America	Guyana																			CAPA	spare collection (basement)																							
Tw50170	Persram, D.H.					SN12100	Sweetia praeclara Sandwith	synonym	Acosmium praeclarum	South America	Guyana																			CAPA	spare collection (basement)																							
Tw50171	Persram, D.H.					SN6323	Hortia regia Sandwith	accepted		South America	Guyana																			CAPA	Xylarium ground floor	Xylarium ground floor		10740	41	6																		
Tw50172	via Drouin, Réjean					SN7114	Leucaena pulverulenta (Schltdl.) Benth.	accepted		North America	U.S.A.	Texas																		CAPA	spare collection (basement)																							
Tw50173	via Drouin, Réjean					SN3245	Cordia boissieri A. DC.	accepted		North America	U.S.A.	Texas																		CAPA	spare collection (basement)																							
Tw50174	via Drouin, Réjean					SN13658	Celtis lindheimeri Engelm. ex K. Koch	accepted		North America	U.S.A.	Texas																		CAPA	spare collection (basement)																							
Tw50175	via Drouin, Réjean					SN5509	Fraxinus berlandieriana A. DC.	accepted		North America	U.S.A.	Texas																		CAPA	spare collection (basement)																							
Tw50176	via Drouin, Réjean					SN9680	Pithecellobium flexicaule (Benth.) J.M. Coult.	synonym	Ebenopsis ebano	North America	U.S.A.	Texas																		CAPA	spare collection (basement)																							
Tw50177	via Drouin, Réjean					SN1213	Baccharis halimifolia L.	accepted		North America	U.S.A.	Texas																		CAPA	spare collection (basement)																							
Tw50178	via Drouin, Réjean					SN3184	Condalia obtusifolia (Hook. in Torr. & A. Gray) Weberb. in Engl. & Prantl 	synonym	Zizyphus obtusifolia	North America	U.S.A.	Texas																		CAPA	spare collection (basement)																							
Tw50179	via Drouin, Réjean					SN10098	Prosopis chilensis (Molina) Stuntz	accepted		North America	U.S.A.	Texas																		CAPA	spare collection (basement)																							
Tw50180	via Drouin, Réjean					SN4516	Ehretia anacua (Terán & Berland.) I.M. Johnst.	accepted		North America	U.S.A.	Texas																		CAPA	spare collection (basement)																							
Tw50181	via Drouin, Réjean					SN2543	Celtis pallida Torr.	synonym	Celtis ehrenbergiana	North America	U.S.A.	Texas																		CAPA	spare collection (basement)																							
Tw50182	via Drouin, Réjean					SN11797	Sorbus decora (Sarg.) C.K. Schneid.	accepted		North America	Canada	Quebec																		CAPA	spare collection (basement)																							
Tw50183	via Drouin, Réjean			91		SN1474	Betula costata Trautv.	accepted		North America	Canada	Quebec																		CAPA	spare collection (basement)																							
Tw50184	via Drouin, Réjean					SN9680	Pithecellobium flexicaule (Benth.) J.M. Coult.	synonym	Ebenopsis ebano	North America	U.S.A.	Texas																		CAPA	spare collection (basement)																							
Tw50185	via Drouin, Réjean					SN1487	Betula maximowicziana Regel	accepted		North America	Canada	Quebec																		CAPA	spare collection (basement)																							
Tw50186	via Drouin, Réjean					SN696	Amelanchier bartramiana Roemer	accepted		North America	Canada	Quebec																		CAPA	Xylarium ground floor	Xylarium ground floor		9816	36	5																		
Tw50187	via Drouin, Réjean					SN4925	Eucalyptus fastigata H. Deane & Maiden	accepted		Oceania	Australia																			CAPA	spare collection (basement)																							
Tw50188	via Drouin, Réjean					SN979	Araucaria hunsteinii K. Schum.	accepted		Oceania	Papua New Guinea	PAPOUA(ILE)																		CAPA	spare collection (basement)																							
Tw50189	CTFT - Centre Technique Forestier Tropical (Nogent-sur-Marne)					SN2178	Cariniana pyriformis Miers	accepted		South America	Colombia			1	1	1			coupe	drawer	13									CAPA	spare collection (basement)																							
Tw50190	CTFT - Centre Technique Forestier Tropical (Nogent-sur-Marne)					SN3824	Dalbergia cochinchinensis Pierre ex Laness.	accepted		Asia	Vietnam			1	1	1			coupe	drawer	20									CAPA	spare collection (basement)																							
Tw50191	CTFT - Centre Technique Forestier Tropical (Nogent-sur-Marne)					SN3816	Dalbergia bariensis Pierre	accepted		Asia	Vietnam			1	1	1			coupe	drawer	20								Wood block	CAPA	spare collection (basement)	spare collection (basement)	27/10/2015																					
Tw50192	CTFT - Centre Technique Forestier Tropical (Nogent-sur-Marne)					SN10386	Pterocarpus pedatus Pierre	synonym	Pterocarpus macrocarpus	Asia	Vietnam			1	1	1			coupe	drawer	28					Tw_50192_ta_010.jpg,Tw_50192_xa_004.jpg	Tangential section ,Transversal section 	40,12		CAPA	spare collection (basement)																							
Tw50193								indet																						CAPA	spare collection (basement)																							
Tw50194								indet																						CAPA	spare collection (basement)																							
Tw50195								indet																						CAPA	spare collection (basement)																							
Tw50196								indet																						CAPA	spare collection (basement)																							
Tw50197	Van Huffel					SN3816	Dalbergia bariensis Pierre	accepted		Asia	Vietnam			1	1	1			coupe	drawer	20					Tw_50197_ta_010.jpg	Tangential section 	40	Wood block	CAPA	spare collection (basement)	spare collection (basement)	27/10/2015																					
Tw50198	Trabelbois					SN10278	Pseudotsuga menziesii (Mirb.) Franco	accepted		Europe	Belgium	Luxembourg																		CAPA	spare collection (basement)																							
Tw50199	Green, Arthur N.			727		SN64	Acacia aneura F. Muell.	accepted		Oceania	Australia	Western Australia																		CAPA	spare collection (basement)																							
Tw50200	Green, Arthur N.					SN95	Acacia erioloba E.Mey.	accepted		Africa	Angola			1	1	1			coupe	drawer	6									CAPA	spare collection (basement)																							
Tw50201	Green, Arthur N.			4838 GREEN		SN98	Acacia excelsa Benth.	accepted		Oceania	Australia	Western Australia																		CAPA	spare collection (basement)																							
Tw50202	Forest Service			97 GREEN		SN150	Acacia pruinosa A. Cunn. ex Benth.	synonym	Acacia schinoides	Oceania	Australia	Western Australia																		CAPA	Xylarium ground floor	Xylarium ground floor		6087	24	1																		
Tw50203	Green, Arthur N.			4837		SN165	Acacia sowdenii Maiden	synonym	Acacia papyrocarpa	Oceania	Australia	Tasmania																		CAPA	Xylarium ground floor	Xylarium ground floor		6106	24	2																		
Tw50204				3297		SN418	Agathis alba (Rumph. ex Hassk.) Foxw. 	synonym	Agathis dammara	Asia	Malaysia																			CAPA	spare collection (basement)																							
Tw50205	Green, Arthur N.			1334		SN1144	Astrocaryum standleyanum L.H. Bailey	accepted		South America	Guyana																			CAPA	Xylarium ground floor	Xylarium ground floor		12840	49	6																		
Tw50206	Green, Arthur N.			4752		SN1719	Brownea latifolia Jacq.	accepted		South America	Guyana																			CAPA	spare collection (basement)																							
Tw50207	Green, Arthur N.			4874		SN1902	Callistemon lanceolatus (J. E. Smith) Sweet	synonym	Callistemon citrinus	North America	U.S.A.	Florida																		CAPA	spare collection (basement)																							
Tw50208	Green, Arthur N.			1963		SN2368	Castanea ozarkensis Ashe	accepted		North America	U.S.A.	Arkansas																		CAPA	spare collection (basement)																							
Tw50209	Green, Arthur N.			3942		SN2411	Casuarina cristata Miq.	accepted		Oceania	Australia	Western Australia																		CAPA	spare collection (basement)																							
Tw50210	Green, Arthur N.			2513		SN2557	Cenarrhenes nitida Labill. 	accepted		Oceania	Australia	Tasmania							coupe	drawer	15									CAPA	spare collection (basement)																							
Tw50211	Green, Arthur N.			1340		SN2853	Citrus paradisi Macfad.	synonym	Citrus ×aurantium	North America	U.S.A.	Florida																		CAPA	spare collection (basement)																							
Tw50212	Green, Arthur N.			4881		SN3010	Coccoloba floridana Meissn. 	synonym	Coccoloba diversifolia	North America	U.S.A.	Florida																		CAPA	spare collection (basement)																							
Tw50213	Green, Arthur N.			2720		SN4885	Eucalyptus astringens (Maiden) Maiden 	accepted		Oceania	Australia	Western Australia																		CAPA	spare collection (basement)																							
Tw50214	Green, Arthur N.			4840		SN4894	Eucalyptus brockwayi C.A.Gardner 	accepted		Oceania	Australia	Western Australia																		CAPA	spare collection (basement)																							
Tw50215	Green, Arthur N.			4858		SN5639	Geijera parviflora Lindl.	accepted		Oceania	Australia	Western Australia																		CAPA	spare collection (basement)																							
Tw50216	Green, Arthur N.			849		SN7984	Metrosideros tomentosa A.Rich. 	uncertain	Metrosideros tomentosa	Oceania	New Zealand																			CAPA	spare collection (basement)																							
Tw50217	Green, Arthur N.			4812		SN8222	Monotoca glauca (Labill.) Druce 	uncertain	Monotoca glauca	Oceania	Australia	Tasmania																		CAPA	spare collection (basement)																							
Tw50218	Green, Arthur N.			4420		SN8375	Myristica castaneaefolia A.Gray 	uncertain	Myristica castaneaefolia	Oceania	Fiji																			CAPA	Xylarium ground floor	Xylarium ground floor		8472	32	1																		
Tw50219	Green, Arthur N.			1200		SN9680	Pithecellobium flexicaule (Benth.) J.M. Coult.	synonym	Ebenopsis ebano	North America	U.S.A.	Texas																		CAPA	spare collection (basement)																							
Tw50220	Green, Arthur N.			3880		SN9789	Platymiscium yucatanum Standl.	accepted		North America	Mexico																			CAPA	spare collection (basement)																							
Tw50221	Instituto de Investigaciones Forestales			516		SN5838	Guaiacum officinale L.	accepted		North America	Cuba	Guantanamo																		CAPA	spare collection (basement)																							
Tw50222	Instituto de Investigaciones Forestales			452		SN269	Achras sapota L.	synonym	Manilkara zapota	North America	Cuba	Camaguey																		CAPA	spare collection (basement)																							
Tw50223	Instituto de Investigaciones Forestales			328 A		SN3021	Coccoloba uvifera L.	accepted		North America	Cuba																			CAPA	spare collection (basement)																							
Tw50224	Instituto de Investigaciones Forestales			221		SN1739	Brya microphylla Bisse	accepted		North America	Cuba	Camaguey																		CAPA	spare collection (basement)																							
Tw50225	Instituto de Investigaciones Forestales			52A		SN2513	Ceiba pentandra (L.) Gaertn. 	accepted		North America	Cuba	Sancti Spiritus																		CAPA	spare collection (basement)																							
Tw50226	Van Neer, Wim & Dechamps, Roger				14501	SN93	Acacia ehrenbergiana Hayne	accepted		Africa	Sudan	Khartoum																		CAPA	spare collection (basement)																							
Tw50227	Van Neer, Wim & Dechamps, Roger				14502	SN13514	Ziziphus nummularia (Burm. f.) Wight & Arn.	synonym	Ziziphus lotus subsp. saharae	Asia	United Arab Emirates			1	1	1			coupe	drawer	16									CAPA	spare collection (basement)																							
Tw50228	Van Neer, Wim & Dechamps, Roger				14503	SN10099	Prosopis cineraria (L.) Druce	accepted		Asia																				CAPA	spare collection (basement)																							
Tw50229	Germain, René Gérard Antoine  				423	SN7492	Macaranga assas A. Amougou	accepted		Africa	Congo, Democratic Republic of the	Kivu		1	2	1			coupe	drawer	12									CAPA	spare collection (basement)																							
Tw50230	Malaisse, François				2593	SN11237	Santaloides afzelii (R. Br. ex Planch.) Schellenb.	synonym	Rourea minor	Africa	Guinea	Labe																		CAPA	Xylarium ground floor	Xylarium ground floor		2540	10	6																		
Tw50231	Leonard				1014	SN7492	Macaranga assas A. Amougou	accepted		Africa	Congo, Democratic Republic of the	Equateur		1	1	1		3 | 15	coupe | sample	drawer | xylotheek cabinet	12 | 6									CAPA	Xylarium ground floor	Xylarium ground floor		3640	15	6																		
