Taxon_Notes	IdentifiedBy	IdentificationDay	IdentificationMonth	IdentificationYear	TypeStatus	Identification_Notes	ParasiteSpecies	ParasiteIdentifier	HostSpecies	HostIdentifier	UnitID	additionalID	collection_imported	accessionNumber	label_created_by	media_files	Notes	acquisitionType 	acquiredFrom	acquisitionDay	acquisitionMonth	acquisitionYear	Acquisition_Notes	sex	lifeStage	maleCount	femaleCount	juvenileCount	totalNumber	notes_Counts	sampling_code	institution	building	floor	room	row	column	shelf	specimen_status	KindOfUnit 	ContainerName	ContainerType	ContainerStorage	SubcontainerName	SubcontainerType	SubcontainerStorage	StorageNotes	DNA_Tag	DNA_box	DNA_tube	DNA_HPos	DNA_VPos	DNA_Notes	FullScientificName	secondary	collectedBy	samplingMethod	expedition_project	collectionStartDay	collectionStartMonth	collectionStartYear	collectionStartTimeH	collectionStartTimeM	collectionEndDay	collectionEndMonth	collectionEndYear	collectionEndTimeH	collectionEndTimeM	geologicalEpoch
					Cotype						IRSNB M 0261 a-b			17172																	IRSNB M 0240a-f	Royal Belgian Institute of Natural Sciences								M261a: ulna fragment; M261b: L radius														Frisiphoca affine	part-A														Diestian
					Cotype						IRSNB M 0262			17172																	IRSNB M 0240a-f	Royal Belgian Institute of Natural Sciences								astragalus														Frisiphoca affine	part-A														Diestian
					Cotype						IRSNB M 0263			17172																	IRSNB M 0240a-f	Royal Belgian Institute of Natural Sciences								calcaneum														Frisiphoca affine	part-A														Diestian
					Cotype						IRSNB M 0264			17172																	IRSNB M 0240a-f	Royal Belgian Institute of Natural Sciences								partial tibia														Frisiphoca affine	part-A														Diestian
					Figured specimen						IRSNB M 0265			8912																	IRSNB M 0209	Royal Belgian Institute of Natural Sciences								P2/														Chasmotherium minimum	part-A														Ledian
					Lectotype						IRSNB M 0266			17172																	IRSNB M 0240a-f	Royal Belgian Institute of Natural Sciences								R humerus														Frisiphoca aberrata	part-A														Diestian
					Cotype						IRSNB M 0267			17172																	IRSNB M 0240a-f	Royal Belgian Institute of Natural Sciences								radius														Frisiphoca aberrata	part-A														Diestian
					Cotype						IRSNB M 0268			17172																	IRSNB M 0240a-f	Royal Belgian Institute of Natural Sciences								4th sternebra														Frisiphoca aberrata	part-A														Diestian
					Cotype						IRSNB M 0269a-b			17172																	IRSNB M 0240a-f	Royal Belgian Institute of Natural Sciences								M269a: 5th trunk vertebra; M269b: cervical vertebra														Frisiphoca aberrata	part-A														Diestian
					Cotype						IRSNB M 0270a-b			17172																	IRSNB M 0240a-f	Royal Belgian Institute of Natural Sciences								M270a: 5th L phalanx; M270b: 5th L metacarpian														Frisiphoca aberrata	part-A														Diestian
					Cotype						IRSNB M 0271a-b			17172																	IRSNB M 0203	Royal Belgian Institute of Natural Sciences								M271a: 3rd cuneiform + metatarsal 2 & 3; M271b: L fibula														Frisiphoca aberrata	part-A														Diestian
					Cotype						IRSNB M 0272			17172																	IRSNB M 0240a-f	Royal Belgian Institute of Natural Sciences								astragalus														Frisiphoca aberrata	part-A														Diestian
					Cotype						IRSNB M 0273a-o			17172																	IRSNB M 0219	Royal Belgian Institute of Natural Sciences								M273a-c: caudal vertebrae; M273d: calcaneum; M273e: cuboïde; M273f: scaphoïde; M273g: 2nd R metatarsal; M273h: 1st metatarsal; M273i: 1st L metatarsal; M273j: 5th R metatarsal; M273k: 3rd L metatarsal; M273l-n: posterior phalanx; M273o: penial bone														Frisiphoca aberrata	part-A														Diestian
					Cotype						IRSNB M 0274			17172																	IRSNB M 0274	Royal Belgian Institute of Natural Sciences								partial R humerus														Prophoca rousseaui	part-A														Anversian
					Cotype						IRSNB M 0275			17172																	IRSNB M 0274	Royal Belgian Institute of Natural Sciences								L radius														Prophoca rousseaui	part-A														Anversian
					Cotype						IRSNB M 0276a-d			17172																	IRSNB M 0173a-c	Royal Belgian Institute of Natural Sciences								M276a-b: lombar vert.; M276c: 1st sacral vert.; M276d: ilium														Prophoca rousseaui	part-A														Anversian
					Cotype						IRSNB M 0277a-b			17172																	IRSNB M 0187	Royal Belgian Institute of Natural Sciences								M277a: R femur; M277b: L tibia														Prophoca rousseaui	part-A														Anversian
					Figured specimen						IRSNB M 0278a-b			8225																	IRSNB M 0278a-b	Royal Belgian Institute of Natural Sciences								M278a: antler; M278b: fragment of wood														Cervus ertborni	part-A														Pleistocene
					Lectotype						IRSNB M 0279			17172																	IRSNB M 0240a-f	Royal Belgian Institute of Natural Sciences								L humerus														Leptophoca proxima	part-A														Anversian
					Cotype						IRSNB M 0280a-b			17172																	IRSNB M 0240a-f	Royal Belgian Institute of Natural Sciences								M280a: L radius; M280b: L ulna														Leptophoca proxima	part-A														Anversian
					Holotype						IRSNB M 0282			17172																	IRSNB M 0203	Royal Belgian Institute of Natural Sciences								L femur														Phoca straeleni	part-A														Scaldisian
					Cotype						IRSNB M 0283			17172																	IRSNB M 0240a-f	Royal Belgian Institute of Natural Sciences								R femur														Phoca straeleni	part-A														Scaldisian
					Cotype						IRSNB M 0284			17172																	IRSNB M 0240a-f	Royal Belgian Institute of Natural Sciences								Femur														Phoca straeleni	part-A														Scaldisian
					Plesiotype						IRSNB M 0285			4285																	IRSNB M 0152	Royal Belgian Institute of Natural Sciences								"Left Scapula and right Humeru, not going together"														Halitherium schinzii forme delheidi	part-A														Rupelian
					Figured specimen						IRSNB M 0286			8864																	IRSNB M 0286	Royal Belgian Institute of Natural Sciences								ungulate phalanx														Creodonta	part-A														"Continental Landenian, Sparnacien"
					Figured specimen						IRSNB M 0287			8864																	IRSNB M 0286	Royal Belgian Institute of Natural Sciences								ungulate phalanx?														"Mammalia Linnaeus, 1758"	part-A														"Continental Landenian, Sparnacien"
					Plesiotype						IRSNB M 0289			6505																	IRSNB M 0138a-e	Royal Belgian Institute of Natural Sciences								left humerus														Halitherium schinzii forme delheidi	part-A														Rupelian
					Plesiotype						IRSNB M 0290a-b			6505																	IRSNB M 0144a-c	Royal Belgian Institute of Natural Sciences								M 290a: left humerus; M 290b: right humerus; c: isolated rib; M 2090d: vertebra no. 3; M 290d: vertebra no. 6; M 290e: vertebra no. 8														Halitherium schinzii forme delheidi	part-A														Rupelian
					Figured specimen						IRSNB M 0291			17172																	IRSNB M 0291	Royal Belgian Institute of Natural Sciences								Skull														Cyrtodelphis sulcatus	part-A														Anversian
					Figured specimen						IRSNB M 0292a-d			17172																	IRSNB M 0292a-d	Royal Belgian Institute of Natural Sciences								"a: skull fragment, b: mandible, c: internal alveolar region of the mandible, d: mandible fragment"														Cyrtodelphis sulcatus	part-A														Anversian
					Figured specimen						IRSNB M 0293			17172																	IRSNB M 0293	Royal Belgian Institute of Natural Sciences								right tympanic cavity														Cyrtodelphis sulcatus	part-A														Anversian
					Holotype						IRSNB M 0294			17172																	IRSNB M 0360a-e	Royal Belgian Institute of Natural Sciences								Skull														Eurhinodelphis cocheteuxi	part-A														Anversian
					Plesiotype						IRSNB M 0295a-b²			17172																	IRSNB M 0295a-b²	Royal Belgian Institute of Natural Sciences								"a: skull, b: maxilla. inf., c: atlas, e: third thoracic vertebra, f: sixth thoracic vertebra, g: eight thoracic vertebra, d: fourth cervical vertebra, h: first lumbar vertebra, i: second lumbar vertebra, j: third lumbar vertebra, k: fourth lumbar vertebra"														Eurhinodelphis cocheteuxi	part-A														Anversian
					Figured specimen						IRSNB M 0296			17172																	IRSNB M 0360a-e	Royal Belgian Institute of Natural Sciences								Skull														Eurhinodelphis cocheteuxi	part-A														Anversian
					Figured specimen						IRSNB M 0297			17172																	IRSNB M 0295a-b²	Royal Belgian Institute of Natural Sciences								Skull														Eurhinodelphis cocheteuxi	part-A														Anversian
					Figured specimen						IRSNB M 0298			17172																	IRSNB M 0295a-b²	Royal Belgian Institute of Natural Sciences								Skull														Eurhinodelphis cocheteuxi	part-A														Anversian
					Figured specimen						IRSNB M 0299a-i			17172																	IRSNB M 0295a-b²	Royal Belgian Institute of Natural Sciences								"a: skull fragment, b: right humerus, c: 8th dorsal vertebra, d: 1st lumbar vertebra, e: 2nd lumbar vertebra, f: 7th lumbar vertebra, g: 1st sacral vertebra, h: 3rd sacral vertebra, i: 3rd caudal vertebra"														Eurhinodelphis cocheteuxi	part-A														Anversian
					Figured specimen						IRSNB M 0300			17172																	IRSNB M 0360a-e	Royal Belgian Institute of Natural Sciences								skull fragment														Eurhinodelphis cocheteuxi	part-A														Anversian
					Figured specimen						IRSNB M 0301			17172																	IRSNB M 0295a-b²	Royal Belgian Institute of Natural Sciences								fragment of lower right maxilla														Eurhinodelphis cocheteuxi	part-A														Anversian
					Plesiotype						IRSNB M 0302a-e			17172																	IRSNB M 0360a-e	Royal Belgian Institute of Natural Sciences								"a: skull fragment, b: right radius , c: 6th vertebra, d: 7th lumbar vertebra, e: radial intermedium"														Eurhinodelphis cocheteuxi	part-A														Anversian
					Plesiotype						IRSNB M 0303a-d			17172																	IRSNB M 0360a-e	Royal Belgian Institute of Natural Sciences								"a: left humerus, b: left radius, c: left ulna, d: 6th caudal vertebra"														Eurhinodelphis cocheteuxi	part-A														Anversian
					Plesiotype						IRSNB M 0304a-m			17172																	IRSNB M 0360a-e	Royal Belgian Institute of Natural Sciences								"a: atlas, b: axis, c: 3rd cervical vertebra, d: 4th cervical vertebra, e: 5th cervical vertebra, f: 6th cervical vertebra, g: 7th cervical vertebra, h: 1st thoracic vertebra, i: 2nd thoracic vertebra, j: 3rd thoracic vertebra, k: 4th thoracic vertebra, l:"														Eurhinodelphis cocheteuxi	part-A														Anversian
					Figured specimen						IRSNB M 0305a-c			17172																	IRSNB M 0360a-e	Royal Belgian Institute of Natural Sciences								"a: 14th caudal vertebra, b: 18th caudal vertebra, c: 19th caudal vertebra"														Eurhinodelphis cocheteuxi	part-A														Anversian
					Figured specimen						IRSNB M 0306a-f			17172																	IRSNB M 0360a-e	Royal Belgian Institute of Natural Sciences								"a: 2nd lumbar vertebra, b: 7th lumbar vertebra, c: 13th caudal vertebra, d: 3rd left rib, e: 5th left rib, f: 6th left rib"														Eurhinodelphis cocheteuxi	part-A														Anversian
					Figured specimen						IRSNB M 0307a-c			17172																	IRSNB M 0360a-e	Royal Belgian Institute of Natural Sciences								"a: 10th thoracic vertebra, b: 7th thoracic vertebra, c: 1st lumbar vertebra"														Eurhinodelphis cocheteuxi	part-A														Anversian
					Figured specimen						IRSNB M 0308a-k			17172																	IRSNB M 0360a-e	Royal Belgian Institute of Natural Sciences								"a: skull fragment, b: right scapula, c: axis, d: 3rd thoracic vertebra, e: 10th thoracic vertebra, f: 1st lumbar vertebra, g: 6th lumbar vertebra, h: 9th lumbar vertebra, i: 2nd left rib, j: 4th left rib, k: 5th right rib"														Eurhinodelphis cocheteuxi	part-A														Anversian
					Figured specimen						IRSNB M 0309a-d			17172																	IRSNB M 0360a-e	Royal Belgian Institute of Natural Sciences								"a: 4th cervical vertebra, b: 1st lumbar vertebra, c: 2nd lumbar vertebra, d: 3rd lumbar vertebra"														Eurhinodelphis cocheteuxi	part-A														Anversian
					Figured specimen						IRSNB M 0310			17172																	IRSNB M 0360a-e	Royal Belgian Institute of Natural Sciences								9th thoracic vertebra														Eurhinodelphis cocheteuxi	part-A														Anversian
					Figured specimen						IRSNB M 0311			17172																	IRSNB M 0360a-e	Royal Belgian Institute of Natural Sciences								4th thoracic vertebra														Eurhinodelphis cocheteuxi	part-A														Anversian
					Figured specimen						IRSNB M 0312a-b			17172																	IRSNB M 0360a-e	Royal Belgian Institute of Natural Sciences								"a: right humerus, b: 7th thoracic vertebrae"														Eurhinodelphis cocheteuxi	part-A														Anversian
					Figured specimen						IRSNB M 0313a-c			17172																	IRSNB M 0360a-e	Royal Belgian Institute of Natural Sciences								"a: 4th thoracic vertebra, b: 14th caudal vertebra, c: 15th caudal vertebra"														Eurhinodelphis cocheteuxi	part-A														Anversian
					Figured specimen						IRSNB M 0314a-d			17172																	IRSNB M 0360a-e	Royal Belgian Institute of Natural Sciences								"a: right radius, b: 6th caudal vertebrae, c: 11th caudal vertebrae, d: 4th left rib"														Eurhinodelphis cocheteuxi	part-A														Anversian
					Figured specimen						IRSNB M 0315a-c			17172																	IRSNB M 0360a-e	Royal Belgian Institute of Natural Sciences								"a: atlas, b: 3rd cervical vertebra, c: right humerus"														Eurhinodelphis cocheteuxi	part-A														Anversian
					Figured specimen						IRSNB M 0316			17172																	IRSNB M 0360a-e	Royal Belgian Institute of Natural Sciences								9th caudal vertebra														Eurhinodelphis cocheteuxi	part-A														Anversian
					Figured specimen						IRSNB M 0317a-b			17172																	IRSNB M 0360a-e	Royal Belgian Institute of Natural Sciences								"a: right humerus, b: 7th caudal vertebra"														Eurhinodelphis cocheteuxi	part-A														Anversian
					Figured specimen						IRSNB M 0318			17172																	IRSNB M 0360a-e	Royal Belgian Institute of Natural Sciences								10th thoracic vertebra														Eurhinodelphis cocheteuxi	part-A														Anversian
					Figured specimen						IRSNB M 0319			17172																	IRSNB M 0360a-e	Royal Belgian Institute of Natural Sciences								12th caudal vertebra														Eurhinodelphis cocheteuxi	part-A														Anversian
					Figured specimen						IRSNB M 0320a-b			17172																	IRSNB M 0360a-e	Royal Belgian Institute of Natural Sciences								"a: 7th caudal vertebra, b: 9th thoracic vertebra"														Eurhinodelphis cocheteuxi	part-A														Anversian
					Figured specimen						IRSNB M 0321			17172																	IRSNB M 0360a-e	Royal Belgian Institute of Natural Sciences								5th lumbar vertebra														Eurhinodelphis cocheteuxi	part-A														Anversian
					Figured specimen						IRSNB M 0322			17172																	IRSNB M 0360a-e	Royal Belgian Institute of Natural Sciences								7th lumbar vertebra														Eurhinodelphis cocheteuxi	part-A														Anversian
					Figured specimen						IRSNB M 0323			17172																	IRSNB M 0360a-e	Royal Belgian Institute of Natural Sciences								11th thoracic vertebra														Eurhinodelphis cocheteuxi	part-A														Anversian
					Figured specimen						IRSNB M 0324a-b			17172																	IRSNB M 0360a-e	Royal Belgian Institute of Natural Sciences								"2nd, 7th and 9th dorsal vertebra"														Eurhinodelphis cocheteuxi	part-A														Anversian
					Figured specimen						IRSNB M 0325a-b			17172																	IRSNB M 0360a-e	Royal Belgian Institute of Natural Sciences								"a: 4th cervical vertebra, b: 7th cervical vertebra"														Eurhinodelphis cocheteuxi	part-A														Anversian
					Figured specimen						IRSNB M 0326			17172																	IRSNB M 0360a-e	Royal Belgian Institute of Natural Sciences								8th caudal vertebra														Eurhinodelphis cocheteuxi	part-A														Anversian
					Figured specimen						IRSNB M 0327			17172																	IRSNB M 0360a-e	Royal Belgian Institute of Natural Sciences								9th caudal vertebra														Eurhinodelphis cocheteuxi	part-A														Anversian
					Figured specimen						IRSNB M 0328			17172																	IRSNB M 0360a-e	Royal Belgian Institute of Natural Sciences								atlas														Eurhinodelphis cocheteuxi	part-A														Anversian
					Figured specimen						IRSNB M 0329a-b			17172																	IRSNB M 0360a-e	Royal Belgian Institute of Natural Sciences								"a: axis, b: right humerus"														Eurhinodelphis cocheteuxi	part-A														Anversian
					Figured specimen						IRSNB M 0330a-c			17172																	IRSNB M 0360a-e	Royal Belgian Institute of Natural Sciences								"a: 3rd cervical vertebra, b: 9th thoracic vertebra, c: 10th thoracic vertebra"														Eurhinodelphis cocheteuxi	part-A														Anversian
					Figured specimen						IRSNB M 0331a-c			17172																	IRSNB M 0360a-e	Royal Belgian Institute of Natural Sciences								"a: 6th caudal vertebra, b: 14th caudal vertebra, c: 17th caudal vertebra"														Eurhinodelphis cocheteuxi	part-A														Anversian
					Figured specimen						IRSNB M 0332			17172																	IRSNB M 0360a-e	Royal Belgian Institute of Natural Sciences								16th caudal vertebra														Eurhinodelphis cocheteuxi	part-A														Anversian
					Figured specimen						IRSNB M 0333a-c			17172																	IRSNB M 0360a-e	Royal Belgian Institute of Natural Sciences								"a: 9th thoracic vertebra, b: 7th caudal vertebra, c: 13th caudal vertebra"														Eurhinodelphis cocheteuxi	part-A														Anversian
					Figured specimen						IRSNB M 0334a-b			17172																	IRSNB M 0360a-e	Royal Belgian Institute of Natural Sciences								"a: scapula, b: 9th thoracic vertebra"														Eurhinodelphis cocheteuxi	part-A														Anversian
					Figured specimen						IRSNB M 0335			17172																	IRSNB M 0360a-e	Royal Belgian Institute of Natural Sciences								atlas														Eurhinodelphis cocheteuxi	part-A														Anversian
					Figured specimen						IRSNB M 0336			17172																	IRSNB M 0360a-e	Royal Belgian Institute of Natural Sciences								6th cervical vertebra														Eurhinodelphis cocheteuxi	part-A														Anversian
					Figured specimen						IRSNB M 0337			17172																	IRSNB M 0360a-e	Royal Belgian Institute of Natural Sciences								Axis														Eurhinodelphis cocheteuxi	part-A														Anversian
					Figured specimen						IRSNB M 0338a-c			17172																	IRSNB M 0360a-e	Royal Belgian Institute of Natural Sciences								"a: 4th caudal vertebra, b: 4th lumbar vertebra, c: 6th lumbar vertebra"														Eurhinodelphis cocheteuxi	part-A														Anversian
					Figured specimen						IRSNB M 0339			17172																	IRSNB M 0360a-e	Royal Belgian Institute of Natural Sciences								left humerus														Eurhinodelphis cocheteuxi	part-A														Anversian
					Figured specimen						IRSNB M 0340			17172																	IRSNB M 0360a-e	Royal Belgian Institute of Natural Sciences								17th caudal vertebra														Eurhinodelphis cocheteuxi	part-A														Anversian
					Figured specimen						IRSNB M 0344a-b			17172																	IRSNB M 0360a-e	Royal Belgian Institute of Natural Sciences								"a: skull, b: 6th cervical vertebra"														Eurhinodelphis longirostris	part-A														Anversian
					Figured specimen						IRSNB M 0345a-n			17172																	IRSNB M 0360a-e	Royal Belgian Institute of Natural Sciences								skull														Eurhinodelphis longirostris	part-A														Anversian
					Figured specimen						IRSNB M 0346a-b			17172																	IRSNB M 0360a-e	Royal Belgian Institute of Natural Sciences								skull														Eurhinodelphis longirostris	part-A														Anversian
					Figured specimen						IRSNB M 0347			17172																	IRSNB M 0360a-e	Royal Belgian Institute of Natural Sciences								mandible														Eurhinodelphis longirostris	part-A														Anversian
					Figured specimen						IRSNB M 0348a-e			17172																	IRSNB M 0360a-e	Royal Belgian Institute of Natural Sciences								"a: left scapula, b: left humerus, c: 8th caudal vertebra, d: 10th caudal vertebra, e: 11th caudal vertebra"														Eurhinodelphis longirostris	part-A														Anversian
					Figured specimen						IRSNB M 0349			17172																	IRSNB M 0360a-e	Royal Belgian Institute of Natural Sciences								right humerus														Eurhinodelphis longirostris	part-A														Anversian
					Figured specimen						IRSNB M 0350			17172																	IRSNB M 0360a-e	Royal Belgian Institute of Natural Sciences								10th thoracic vertebra														Eurhinodelphis longirostris	part-A														Anversian
					Figured specimen						IRSNB M 0351a-c			17172																	IRSNB M 0360a-e	Royal Belgian Institute of Natural Sciences								"a: mandible, b: right periotic, c: left periotic"														Eurhinodelphis longirostris	part-A														Anversian
					Figured specimen						IRSNB M 0352a-c			17172																	IRSNB M 0360a-e	Royal Belgian Institute of Natural Sciences								"a: 6th thoracic vertebra, b: 8th thoracic vertebra, c: right humerus"														Eurhinodelphis longirostris	part-A														Anversian
					Figured specimen						IRSNB M 0353a-c			17172																	IRSNB M 0360a-e	Royal Belgian Institute of Natural Sciences								"a: right humerus, b: 4th thoracic vertebra, c: 1st lumbar vertebra"														Eurhinodelphis longirostris	part-A														Anversian
					Figured specimen						IRSNB M 0354a-d			17172																	IRSNB M 0360a-e	Royal Belgian Institute of Natural Sciences								"a: skull fragment, b: 4th lumbar vertebra, c: 7th lumbar vertebra, d: left scapula"														Eurhinodelphis longirostris	part-A														Anversian
					Figured specimen						IRSNB M 0355a-g			17172																	IRSNB M 0360a-e	Royal Belgian Institute of Natural Sciences								"a: 2nd lumbar vertebra, b: 3rd lumbar vertebra, c: 4th lumbar vertebra, d: 5th lumbar vertebra, e: 6th lumbar vertebra, f: 7th lumbar vertebra, g: left scapula"														Eurhinodelphis longirostris	part-A														Anversian
					Figured specimen						IRSNB M 0356a-j			17172																	IRSNB M 0360a-e	Royal Belgian Institute of Natural Sciences								"a: atlas, b: 1st thoracic vertebra, c: 1st lumbar vertebra, d: 2nd lumbar vertebra, e: 3rd lumbar vertebra, f: 4th lumbar vertebra, g: 5th lumbar vertebra, h: 6th lumbar vertebra, i: 7th lumbar vertebra, j: 8th lumbar vertebra"														Eurhinodelphis longirostris	part-A														Anversian
					Figured specimen						IRSNB M 0357			17172																	IRSNB M 0360a-e	Royal Belgian Institute of Natural Sciences								9th thoracic vertebra														Eurhinodelphis longirostris	part-A														Anversian
					Figured specimen						IRSNB M 0358a-c			17172																	IRSNB M 0360a-e	Royal Belgian Institute of Natural Sciences								"a: 7th cervical vertebra, b: 7th thoracic vertebra, c: 9th left rib"														Eurhinodelphis longirostris	part-A														Anversian
					Figured specimen						IRSNB M 0359a-g			17172																	IRSNB M 0360a-e	Royal Belgian Institute of Natural Sciences								"a: atlas, b: axis, c: 4eme vert. cervicale, d: 5eme vert. cervicale, e: 6eme vert. cervicale, f: 1er vert. thoracique, g: 2eme vert. thoracique"														Eurhinodelphis longirostris	part-A														Anversian
					Cotype						IRSNB M 0360a-e			17172																	IRSNB M 0360a-e	Royal Belgian Institute of Natural Sciences								"a: skull, b: axis, c: 6th lumbar vertebra, d: 10th lumbar vertebra, e: 8th Lumbar vertebra"														Heterocetus sprangii	part-A														Diestian
					Holotype						IRSNB M 0361a-w			17172																	IRSNB M 0360a-e	Royal Belgian Institute of Natural Sciences								"a: skull, b: atlas, c: axis, d: 3rd cervical vertebra, e: 4th cervical vertebra, f: 5th cervical vertebra, g: 6th cervical vertebra, h: 7th cervical + thoracic vertebra (?), i: 1st thoracic vertebra, j: 2nd thoracic vertebra, k: 3rd thoracic vertebra, l: "														Xiphiacetus cristatus	part-A														Anversian
					Plesiotype						IRSNB M 0362a-m			17172																	IRSNB M 0360a-e	Royal Belgian Institute of Natural Sciences								"a: 6eme lumbar vertebra, b: 7eme lumbar vertebra, c: 8eme lumbar vertebra, d: 9eme lumbar vertebra, e: 1er vertebra, f: 2eme vertebra, g: 3eme vertebra, h: 1er caudal vertebra, i: 2eme caudal vertebra, j: 7eme caudal vertebra, k: 8eme caudal vertebra, l: "														Eurhinodelphis cristatus	part-A														Anversian
					Plesiotype						IRSNB M 0363a-f			4704																	IRSNB M 0360a-e	Royal Belgian Institute of Natural Sciences								"a: atlas, b: 10th thoracic vertebra, c: 1st lumbar vertebra, d: 2nd lumbar vertebra, e: 3rd lumbar vertebra, f: 7th lumbar vertebra"														Eurhinodelphis cristatus	part-A														Anversian
					Plesiotype						IRSNB M 0364a-d			4704																	IRSNB M 0360a-e	Royal Belgian Institute of Natural Sciences								"a: right humerus, b: 1st caudal vertebra, c: 2nd caudal vertebra, d: 3rd caudal vertebra"														Eurhinodelphis cristatus	part-A														Anversian
					Figured specimen						IRSNB M 0365a-j			17172																	IRSNB M 0360a-e	Royal Belgian Institute of Natural Sciences								"a: 5th cervical vertebra, b: 6th cervical vertebra, c: 3rd thoracic vertebra, d: 4th thoracic vertebra, e: 5th thoracic vertebra, f: 6th thoracic vertebra, g: 7th thoracic vertebra, h: 8th thoracic vertebra, i: 9th thoracic vertebra, j: 10th thoracic vert"														Eurhinodelphis cristatus	part-A														Anversian
					Figured specimen						IRSNB M 0366a-n			17172																	IRSNB M 0360a-e	Royal Belgian Institute of Natural Sciences								"a: 3rd cervical vertebra, b: 4th cervical vertebra, c: 5th cervical vertebra, d: 6th cervical vertebra, e: 1st thoracic vertebra, f: 2nd thoracic vertebra, g: 3rd thoracic vertebra, h: 4th thoracic vertebra, i: 5th thoracic vertebra, j: 6th thoracic verte"														Eurhinodelphis cristatus	part-A														Anversian
					Figured specimen						IRSNB M 0367			17172																	IRSNB M 0360a-e	Royal Belgian Institute of Natural Sciences								skull														Eurhinodelphis bossi	part-A														Anversian
					Figured specimen						IRSNB M 0368a-d			17172																	IRSNB M 0360a-e	Royal Belgian Institute of Natural Sciences								"a: skull fragment, b: 4th cervical vertebra, c: 6th cervical vertebra, d: 9th thoracic vertebra"														Eurhinodelphis cristatus	part-A														Anversian
					Figured specimen						IRSNB M 0369a-f			17172																	IRSNB M 0360a-e	Royal Belgian Institute of Natural Sciences								"a: 7th cervical vertebra, b: 1st thoracic vertebra, c: 3rd thoracic vertebra, d: 4th thoracic vertebra, e: 7th thoracic vertebra, f: 9th thoracic vertebra"														Eurhinodelphis cristatus	part-A														Anversian
					Figured specimen						IRSNB M 0370			17172																	IRSNB M 0360a-e	Royal Belgian Institute of Natural Sciences								6th cervical vertebra														Eurhinodelphis cristatus	part-A														Anversian
					Figured specimen						IRSNB M 0371			17172																	IRSNB M 0360a-e	Royal Belgian Institute of Natural Sciences								5th cervical vertebra														Eurhinodelphis cristatus	part-A														Anversian
					Holotype						IRSNB M 0372a-q			17172																	IRSNB M 0172	Royal Belgian Institute of Natural Sciences								a: skull; b-e: 4th cervical vertebra; f-i: thoracic vertebra n° 6-9; j-o: lombar vertebra n° 2-7; p: vertebra; q: 3th right rib														Acrodelphis scheynensis	part-A														Anversian
					Holotype						IRSNB M 0373			17172																	IRSNB M 0172	Royal Belgian Institute of Natural Sciences								skull														Pithanodelphis cornutus	part-A														Anversian
					Plesiotype						IRSNB M 0374			17172																	IRSNB M 0374	Royal Belgian Institute of Natural Sciences								"atlas, axis welded"														Pithanodelphis cornutus	part-A														Anversian
					Figured specimen						IRSNB M 0375a-d			17172																	IRSNB M 0360a-e	Royal Belgian Institute of Natural Sciences								"a: 6th caudal vertebra, b: 7th caudal vertebra, c: 9th caudal vertebra, d: 12th caudal vertebra"														Eurhinodelphis longirostris	part-A														Anversian
					Figured specimen						IRSNB M 0376			17172																	IRSNB M 0360a-e	Royal Belgian Institute of Natural Sciences								15th caudal vertebra														Eurhinodelphis longirostris	part-A														Anversian
					Figured specimen						IRSNB M 0377			17172																	IRSNB M 0360a-e	Royal Belgian Institute of Natural Sciences								12th caudal vertebra														Eurhinodelphis longirostris	part-A														Anversian
					Plesiotype						IRSNB M 0378a-b			17172																	IRSNB M 0173a-c	Royal Belgian Institute of Natural Sciences								left dental in two pieces														Herpetocetus scaldiensis	part-A														Anversian
					Holotype						IRSNB M 0379a-b			17172																	IRSNB M 0379a-b	Royal Belgian Institute of Natural Sciences								posterior part of left dental														Herpetocetus scaldiensis	part-A														Anversian
					Plesiotype						IRSNB M 0380			17172																	IRSNB M 0172	Royal Belgian Institute of Natural Sciences								left dental condyle														Herpetocetus scaldiensis	part-A														Anversian
					Plesiotype						IRSNB M 0381			17172																	IRSNB M 0172	Royal Belgian Institute of Natural Sciences								right dental condyle														Herpetocetus scaldiensis	part-A														Anversian
					Figured specimen						IRSNB M 0382			17172																	IRSNB M 0172	Royal Belgian Institute of Natural Sciences								left temporal														Herpetocetus scaldiensis	part-A														Anversian
					Figured specimen						IRSNB M 0383			17172																	IRSNB M 0172	Royal Belgian Institute of Natural Sciences								left front														Herpetocetus scaldiensis	part-A														Anversian
					Figured specimen						IRSNB M 0384			17172																	IRSNB M 0172	Royal Belgian Institute of Natural Sciences								right tympanic body														Herpetocetus scaldiensis	part-A														Anversian
					Figured specimen						IRSNB M 0385			17172																	IRSNB M 0172	Royal Belgian Institute of Natural Sciences								left tympanic body														Herpetocetus scaldiensis	part-A														Anversian
					Figured specimen						IRSNB M 0386			17172																	IRSNB M 0172	Royal Belgian Institute of Natural Sciences								right tympanic body														Herpetocetus scaldiensis	part-A														Anversian
					Figured specimen						IRSNB M 0387			17172																	IRSNB M 0172	Royal Belgian Institute of Natural Sciences								right tympanic body														Herpetocetus scaldiensis	part-A														Anversian
					Figured specimen						IRSNB M 0388			17172																	IRSNB M 0172	Royal Belgian Institute of Natural Sciences								Atlas														Herpetocetus scaldiensis	part-A														Anversian
					Figured specimen						IRSNB M 0389			17172																	IRSNB M 0172	Royal Belgian Institute of Natural Sciences								Half of an atlas														Herpetocetus scaldiensis	part-A														Anversian
